ligand,receptor,sender,receiver,ligand_mean,receptor_mean,score,sample
TNF,TNFRSF1B,T_cells,Myeloid,0.12823269,0.9845639,0.12625328,HJX
CD47,SIRPA,Endothelial,Myeloid,0.23802923,0.5204763,0.12388857,HJX
VEGFA,FLT1,Endothelial,Endothelial,0.14039025,0.8822788,0.12386334,HJX
CCL5,CCR1,Epithelial,Myeloid,1.0416131,0.11890795,0.12385608,HJX
TGFB1,TGFBR2,Epithelial,T_cells,0.5507676,0.22375883,0.123239115,HJX
TNFSF4,TNFRSF4,Epithelial,T_cells,0.14803934,0.83008635,0.122885436,HJX
LGALS9,HAVCR2,Endothelial,T_cells,0.79394865,0.15283367,0.121342085,HJX
CD47,SIRPA,Endothelial,Mast,0.23802923,0.5094025,0.121252686,HJX
LGALS9,HAVCR2,Fibroblasts,Mast,0.36342928,0.33294633,0.12100244,HJX
TNFSF10,TNFRSF10A,Mast,Endothelial,0.7421263,0.1622378,0.12040093,HJX
IL1B,IL1R1,Myeloid,Endothelial,0.7537497,0.159001,0.119846955,HJX
CD47,SIRPA,Fibroblasts,Myeloid,0.22930527,0.5204763,0.11934795,HJX
TGFB1,TGFBR2,Fibroblasts,Mast,0.41113746,0.28940454,0.11898505,HJX
NECTIN2,TIGIT,Epithelial,T_cells,0.28506717,0.4156939,0.11850069,HJX
TGFB1,TGFBR1,Myeloid,Mast,0.61772907,0.1915718,0.11833947,HJX
CSF1,CSF1R,NK,T_cells,2.3951724,0.049326003,0.11814428,HJX
TGFB1,TGFBR2,Endothelial,Myeloid,0.66878486,0.17563178,0.11745987,HJX
VSIR,VSIR,Endothelial,Endothelial,0.3427175,0.3427175,0.11745528,HJX
CD47,SIRPA,Fibroblasts,Mast,0.22930527,0.5094025,0.11680868,HJX
PDGFB,PDGFRB,Myeloid,Fibroblasts,0.073581785,1.5786967,0.11616332,HJX
CXCL12,CXCR4,Endothelial,Myeloid,0.28200224,0.41005594,0.11563669,HJX
TNFSF10,TNFRSF10A,NK,Myeloid,2.3951724,0.04780805,0.114508525,HJX
CD86,CD28,Myeloid,T_cells,0.49972045,0.22825615,0.11406427,HJX
CD47,SIRPA,B_Plasma,Endothelial,0.37682328,0.302458,0.11397321,HJX
LGALS9,HAVCR2,T_cells,Mast,0.3412623,0.33294633,0.11362203,HJX
VEGFA,FLT1,NK,B_Plasma,2.3951724,0.047203206,0.11305981,HJX
CCL5,CCR5,T_cells,Myeloid,1.2914703,0.08682427,0.11213096,HJX
TGFB1,TGFBR1,Endothelial,Myeloid,0.66878486,0.16751485,0.11203139,HJX
VEGFB,FLT1,Endothelial,Endothelial,0.12695229,0.8822788,0.11200731,HJX
TNF,TNFRSF1B,Mast,T_cells,0.07947416,1.4088184,0.11196465,HJX
CXCL12,CXCR4,Fibroblasts,T_cells,0.17770673,0.6285252,0.11169316,HJX
TNF,TNFRSF1B,B_Plasma,T_cells,0.07860051,1.4088184,0.110733844,HJX
CD47,SIRPA,Mast,Myeloid,0.21008344,0.5204763,0.10934345,HJX
TGFB1,TGFBR2,Myeloid,Myeloid,0.61772907,0.17563178,0.10849285,HJX
LGALS9,HAVCR2,Endothelial,Epithelial,0.79394865,0.13520019,0.107342005,HJX
CD80,CTLA4,Myeloid,T_cells,0.21019334,0.5098762,0.10717258,HJX
IL1B,IL1R1,Myeloid,T_cells,0.7537497,0.14209437,0.10710359,HJX
CD47,SIRPA,Mast,Mast,0.21008344,0.5094025,0.10701703,HJX
CXCL9,CXCR3,Fibroblasts,T_cells,0.4274097,0.24747585,0.10577358,HJX
TGFB1,TGFBR1,Epithelial,Mast,0.5507676,0.1915718,0.10551154,HJX
VSIR,VSIR,T_cells,Endothelial,0.30684593,0.3427175,0.10516147,HJX
VSIR,VSIR,Endothelial,T_cells,0.3427175,0.30684593,0.10516147,HJX
TGFB1,TGFBR2,Mast,T_cells,0.46777594,0.22375883,0.104669,HJX
TNF,TNFRSF1A,Myeloid,Endothelial,0.19780117,0.52867955,0.104573436,HJX
TGFB1,TGFBR1,Myeloid,Myeloid,0.61772907,0.16751485,0.10347879,HJX
TGFB1,TGFBR2,B_Plasma,Mast,0.35740015,0.28940454,0.10343323,HJX
TGFB1,TGFBR1,T_cells,B_Plasma,0.943218,0.10728401,0.101192206,HJX
CXCL16,CXCR6,Myeloid,T_cells,0.6698643,0.15049952,0.10081426,HJX
CSF1,CSF1R,Endothelial,Myeloid,0.10792759,0.9326941,0.10066342,HJX
TNF,TNFRSF1B,T_cells,Endothelial,0.12823269,0.76920164,0.09863679,HJX
TGFB1,TGFBR2,T_cells,B_Plasma,0.943218,0.104551256,0.098614626,HJX
CCL5,CCR5,Fibroblasts,T_cells,0.7019609,0.14029196,0.09847947,HJX
TGFB1,TGFBR2,Endothelial,Fibroblasts,0.66878486,0.14658342,0.09803277,HJX
CD47,SIRPA,Epithelial,Endothelial,0.32259595,0.302458,0.09757172,HJX
CD47,SIRPA,Myeloid,Endothelial,0.3224563,0.302458,0.097529486,HJX
ICOSLG,ICOS,Myeloid,T_cells,0.15792537,0.6136537,0.09691149,HJX
TGFB1,TGFBR2,Epithelial,Myeloid,0.5507676,0.17563178,0.09673229,HJX
VSIR,VSIR,B_Plasma,Endothelial,0.2819752,0.3427175,0.09663784,HJX
VSIR,VSIR,Endothelial,B_Plasma,0.3427175,0.2819752,0.09663784,HJX
CXCL10,CXCR3,Myeloid,T_cells,0.38636753,0.24747585,0.09561663,HJX
TNFSF10,TNFRSF10A,Endothelial,Epithelial,0.8157559,0.11616252,0.09476026,HJX
TNFSF10,TNFRSF10A,Myeloid,Endothelial,0.58281004,0.1622378,0.09455381,HJX
VSIR,VSIR,T_cells,T_cells,0.30684593,0.30684593,0.094154425,HJX
CCL4,CCR5,Myeloid,Myeloid,1.0829751,0.08682427,0.094028525,HJX
TGFB1,TGFBR2,Endothelial,Epithelial,0.66878486,0.13997447,0.09361281,HJX
CSF1,CSF1R,Mast,Fibroblasts,0.80206764,0.11668389,0.093588375,HJX
CD47,SIRPA,B_Plasma,B_Plasma,0.37682328,0.24781823,0.09338368,HJX
CCL5,CCR4,Fibroblasts,T_cells,0.7019609,0.13201897,0.092672154,HJX
TGFB1,TGFBR1,Epithelial,Myeloid,0.5507676,0.16751485,0.09226175,HJX
TNFSF10,TNFRSF10A,Epithelial,Endothelial,0.5684405,0.1622378,0.092222534,HJX
VEGFA,FLT1,NK,T_cells,2.3951724,0.03846612,0.092132986,HJX
TGFB1,TGFBR2,Fibroblasts,T_cells,0.41113746,0.22375883,0.09199564,HJX
TNF,TNFRSF1A,Myeloid,Myeloid,0.19780117,0.46405792,0.0917912,HJX
TNF,TNFRSF1A,Myeloid,Fibroblasts,0.19780117,0.46307325,0.09159643,HJX
VSIR,VSIR,Myeloid,Epithelial,0.725451,0.12583834,0.09128955,HJX
VSIR,VSIR,Epithelial,Myeloid,0.12583834,0.725451,0.09128955,HJX
VEGFB,FLT1,T_cells,Endothelial,0.103308685,0.8822788,0.091147065,HJX
NECTIN2,TIGIT,B_Plasma,T_cells,0.21840794,0.4156939,0.09079085,HJX
TGFB1,TGFBR2,Myeloid,Fibroblasts,0.61772907,0.14658342,0.09054884,HJX
CCL5,CCR5,Epithelial,Myeloid,1.0416131,0.08682427,0.09043729,HJX
CSF1,CSF1R,Myeloid,Myeloid,0.09637795,0.9326941,0.08989114,HJX
TGFB1,TGFBR1,Mast,Mast,0.46777594,0.1915718,0.08961268,HJX
LGALS9,HAVCR2,Myeloid,Endothelial,1.0775696,0.08309982,0.08954584,HJX
CCL19,CCR7,Fibroblasts,T_cells,0.29929265,0.29395545,0.087978706,HJX
TNFSF10,TNFRSF10A,NK,Fibroblasts,2.3951724,0.036708586,0.08792339,HJX
IL1B,IL1R1,Myeloid,Epithelial,0.7537497,0.1156633,0.08718118,HJX
PDGFA,PDGFRA,Fibroblasts,Fibroblasts,0.37120894,0.23447637,0.087039724,HJX
VSIR,VSIR,T_cells,B_Plasma,0.30684593,0.2819752,0.086522944,HJX
VSIR,VSIR,B_Plasma,T_cells,0.2819752,0.30684593,0.086522944,HJX
TGFB1,TGFBR2,Myeloid,Epithelial,0.61772907,0.13997447,0.086466305,HJX
TNFSF10,TNFRSF10A,Mast,Epithelial,0.7421263,0.11616252,0.08620726,HJX
CD47,SIRPA,T_cells,Endothelial,0.28236476,0.302458,0.08540348,HJX
VEGFA,FLT1,T_cells,Endothelial,0.09644283,0.8822788,0.08508947,HJX
